rider_id,home_market,home_cluster,baseline_annual_ride_rate,total_attendance,unique_studios,unique_instructors,familiarity_degree,social_degree,coordination_count,coattendance_degree
R005062,Greater NYC,Lower Manhattan–North Brooklyn,23.563182182320656,26,7,21,0,0,0,22
R005063,Seattle,Seattle,13.501137310130124,17,1,7,0,0,0,14
R005064,South Florida,Miami,1.0,2,2,2,0,0,0,2
R005065,Greater NYC,Nassau County,13.834407816679963,14,4,12,0,0,0,11
R005066,Northern California,Marin County,19.07020085490336,17,2,8,0,0,0,13
R005067,Greater NYC,Midtown Manhattan,19.95831138696375,16,4,11,0,0,0,13
R005068,Greater NYC,Uptown Manhattan,12.676051808265008,16,5,14,0,0,0,13
R005069,Southern California,Pasadena,10.77266981113393,9,1,5,0,0,0,5
R005070,DMV,DC–Arlington,5.476329995369098,8,3,6,0,0,0,8
R005071,Boston,Boston,16.98510479039108,17,3,10,0,0,0,14
R005072,Chicago,Chicago,12.56269465325948,14,2,10,0,0,0,11
R005073,Chicago,Chicago,1.0,1,1,1,0,0,0,1
R005074,Chicago,Chicago,33.60086644320995,29,2,11,0,0,0,20
R005075,Greater NYC,Fairfield County,6.590164622326787,5,2,5,0,0,0,3
R005076,Philadelphia,Philadelphia,1.2524498749085642,0,0,0,0,0,0,0
R005077,South Florida,Miami,44.756192369545104,48,2,7,0,0,0,31
R005078,Greater NYC,Lower Manhattan–North Brooklyn,4.775925095623104,4,4,4,0,0,0,2
R005079,Greater NYC,Midtown Manhattan,2.471647101473345,2,2,2,0,0,0,1
R005080,Greater NYC,Uptown Manhattan,1.2822971885306724,1,1,1,0,0,0,1
R005081,Greater NYC,Uptown Manhattan,10.428977012104577,8,3,8,0,0,0,7
R005082,Dallas,Dallas,2.513215935495668,3,1,3,0,0,0,1
R005083,DMV,Montgomery County,6.363524444680326,7,3,6,0,0,0,4
R005084,Greater NYC,North Jersey,23.182820517653052,15,3,9,0,0,0,14
R005085,Greater NYC,Westchester,5.476168749450125,5,2,5,0,0,0,3
R005086,Northern California,Silicon Valley,20.509353092453647,21,2,13,0,0,0,16
R005087,Ann Arbor,Ann Arbor,16.39828430512977,15,1,3,0,0,0,9
R005088,Dallas,Dallas,5.290290403204716,5,1,4,0,0,0,3
R005089,Philadelphia,Main Line,20.726963467698468,20,1,7,1,0,0,15
R005090,Seattle,Seattle,2.6669850002361937,3,1,2,0,0,0,1
R005091,Greater NYC,Uptown Manhattan,7.111018495814033,9,2,7,0,0,0,6
R005092,DMV,DC–Arlington,5.620389528695831,2,2,2,0,0,0,2
R005093,Northern California,San Francisco,38.93813373588729,36,3,19,0,0,0,26
R005094,Southern California,Los Angeles,1.262263154516219,2,2,2,0,0,0,1
R005095,Southern California,Los Angeles,9.4057997188988,11,2,9,0,0,0,10
R005096,Ann Arbor,Ann Arbor,1.937694427206306,1,1,1,0,0,0,1
R005097,Seattle,Seattle,6.40162876929473,6,1,5,0,0,0,5
R005098,Greater NYC,Midtown Manhattan,31.931222986067887,32,6,18,0,0,0,24
R005099,Greater NYC,Midtown Manhattan,7.030023305689195,5,4,5,0,0,0,5
R005100,Northern California,San Francisco,2.2405682515783516,2,1,2,0,0,0,1
R005101,Greater NYC,Uptown Manhattan,7.7071451616118125,5,3,5,0,0,0,5
R005102,Southern California,Los Angeles,10.293638373358094,11,3,9,0,0,0,5
R005103,Boston,Chestnut Hill,1.0,0,0,0,0,0,0,0
R005104,Austin,Austin,1.776081726520944,3,1,2,0,0,0,3
R005105,Greater NYC,Lower Manhattan–North Brooklyn,14.209469680296037,9,4,7,0,0,0,6
R005106,Greater NYC,Lower Manhattan–North Brooklyn,4.166850807284393,4,3,4,0,0,0,3
R005107,Chicago,Chicago,5.46229484549742,5,2,3,0,0,0,4
R005108,Philadelphia,Main Line,1.0,1,1,1,0,0,0,1
R005109,Greater NYC,Midtown Manhattan,2.556342873924975,4,3,4,0,0,0,2
R005110,Southern California,Los Angeles,4.217498847861318,3,1,3,0,0,0,3
R005111,Greater NYC,Midtown Manhattan,1.0,1,1,1,0,0,0,1
R005112,Houston,Houston,2.6669208414285928,4,1,3,0,0,0,3
R005113,Greater NYC,Lower Manhattan–North Brooklyn,4.315617598026939,5,4,5,0,0,0,4
R005114,South Florida,Miami,2.0302165497897637,1,1,1,0,0,0,1
R005115,Southern California,Pasadena,3.9145336703657296,0,0,0,0,0,0,0
R005116,Greater NYC,Uptown Manhattan,18.259943943757044,13,2,9,0,0,0,12
R005117,Greater NYC,Fairfield County,1.0,2,2,2,0,0,0,1
R005118,Greater NYC,Lower Manhattan–North Brooklyn,1.0,1,1,1,0,0,0,1
R005119,Chicago,Chicago,2.1948878071443083,0,0,0,0,0,0,0
R005120,Boston,Chestnut Hill,12.86922508099776,11,3,7,0,0,0,6
R005121,Greater NYC,Westchester,1.0,1,1,1,0,0,0,1
R005122,Greater NYC,Hudson County,5.344049483266349,5,1,4,0,0,0,5
R005123,Greater NYC,Fairfield County,1.0,1,1,1,0,0,0,1
R005124,Dallas,Dallas,99.6452595980112,92,1,9,5,0,0,44
R005125,Southern California,Los Angeles,6.155935087037382,9,3,6,0,0,0,7
R005126,Austin,Austin,1.154365609680214,2,1,2,0,0,0,2
R005127,Greater NYC,Lower Manhattan–North Brooklyn,3.0926649446125984,4,4,4,0,0,0,4
R005128,Greater NYC,Lower Manhattan–North Brooklyn,1.0,0,0,0,0,0,0,0
R005129,Greater NYC,Lower Manhattan–North Brooklyn,9.848272873245552,10,5,8,0,0,0,8
R005130,DMV,DC–Arlington,1.0,1,1,1,0,0,0,1
R005131,DMV,Montgomery County,43.5286286955209,32,2,11,1,0,0,19
R005132,Greater NYC,Lower Manhattan–North Brooklyn,5.285544670084262,5,4,5,0,0,0,3
R005133,Southern California,Los Angeles,34.02126036506771,35,3,16,0,0,0,23
R005134,Greater NYC,Lower Manhattan–North Brooklyn,2.2880705537181862,1,1,1,0,0,0,1
R005135,Northern California,San Francisco,1.7859886815211004,1,1,1,0,0,0,0
R005136,Greater NYC,Midtown Manhattan,12.56299157277488,15,7,15,0,0,0,14
R005137,South Florida,Miami,19.00450825921804,23,2,7,0,0,0,17
R005138,Greater NYC,Westchester,3.6149827943216097,7,3,5,0,0,0,5
R005139,Greater NYC,Lower Manhattan–North Brooklyn,3.8996227259398952,1,1,1,0,0,0,0
R005140,Greater NYC,Lower Manhattan–North Brooklyn,5.52572381182375,4,2,4,0,0,0,3
R005141,Greater NYC,Lower Manhattan–North Brooklyn,4.432292263446581,2,2,2,0,0,0,0
R005142,Chicago,Chicago,1.7861291043764087,2,1,2,0,0,0,1
R005143,Seattle,Seattle,1.965317503257036,3,1,2,0,0,0,2
R005144,Greater NYC,Westchester,1.0,0,0,0,0,0,0,0
R005145,DMV,DC–Arlington,1.1478836048061791,2,2,2,0,0,0,1
R005146,Northern California,San Francisco,5.824396431600685,5,2,4,0,0,0,5
R005147,DMV,DC–Arlington,8.302188781776376,6,2,5,0,0,0,5
R005148,Boston,Chestnut Hill,1.7053056020228834,0,0,0,0,0,0,0
R005149,Seattle,Seattle,23.75998230188418,23,1,8,0,0,0,16
R005150,Greater NYC,Midtown Manhattan,7.671790789717016,7,3,7,0,0,0,6
R005151,Greater NYC,Lower Manhattan–North Brooklyn,1.0,0,0,0,0,0,0,0
R005152,DMV,Montgomery County,26.794197087145697,30,2,14,0,0,0,19
R005153,Southern California,Los Angeles,1.0369725077249692,4,1,3,0,0,0,3
R005154,Greater NYC,Midtown Manhattan,13.472594421405525,14,4,10,0,0,0,12
R005155,Dallas,Dallas,6.395815598725723,5,1,5,0,0,0,4
R005156,Southern California,Los Angeles,1.7903736243805335,3,2,2,0,0,0,2
R005157,Greater NYC,Lower Manhattan–North Brooklyn,1.0,2,2,2,0,0,0,2
R005158,Seattle,Seattle,3.0425253698072985,0,0,0,0,0,0,0
R005159,Houston,Houston,1.6954915614577386,1,1,1,0,0,0,0
R005160,Austin,Austin,27.08169466686958,30,1,8,1,1,9,12
R005161,Greater NYC,Uptown Manhattan,10.391727427984398,3,2,3,0,0,0,3
R005162,Southern California,Los Angeles,1.6520507670438846,1,1,1,0,0,0,1
R005163,Greater NYC,Uptown Manhattan,2.2271157371784667,5,3,5,0,0,0,5
R005164,Greater NYC,Lower Manhattan–North Brooklyn,5.4295988562002675,4,3,4,0,0,0,3
R005165,Greater NYC,Fairfield County,9.429784908611843,7,3,6,0,0,0,6
R005166,Greater NYC,Lower Manhattan–North Brooklyn,13.174554637278757,8,6,7,0,0,0,7
R005167,Northern California,San Francisco,2.6765449199900777,2,1,2,0,0,0,2
R005168,Greater NYC,Lower Manhattan–North Brooklyn,12.00430104172763,19,7,14,0,0,0,18
R005169,South Florida,Miami,6.603985885380219,10,2,6,0,0,0,8
R005170,Greater NYC,Uptown Manhattan,13.107969497513604,8,3,7,0,0,0,7
R005171,DMV,DC–Arlington,12.177453956231266,16,4,10,0,0,0,14
R005172,Southern California,Los Angeles,1.0,1,1,1,0,0,0,1
R005173,Boston,Boston,20.811613454498644,22,2,9,0,0,0,14
R005174,Greater NYC,Lower Manhattan–North Brooklyn,1.0,2,1,2,0,0,0,2
R005175,South Florida,Miami,3.438007428382152,5,2,4,0,0,0,3
R005176,Greater NYC,Lower Manhattan–North Brooklyn,1.0,1,1,1,0,0,0,1
R005177,Greater NYC,Midtown Manhattan,1.4586581279301445,2,2,2,0,0,0,2
R005178,Southern California,Los Angeles,2.10955646013008,0,0,0,0,0,0,0
R005179,Greater NYC,Westchester,1.0,0,0,0,0,0,0,0
R005180,Greater NYC,Midtown Manhattan,7.813885054908322,6,4,6,0,0,0,5
R005181,Greater NYC,Lower Manhattan–North Brooklyn,1.7081327034172311,2,1,2,0,0,0,2
R005182,Southern California,Los Angeles,1.2892310555261892,3,2,3,0,0,0,2
R005183,Seattle,Seattle,4.984804485914956,3,1,2,0,0,0,3
R005184,Seattle,Seattle,27.716246435579972,29,1,7,1,0,0,17
R005185,Atlanta,Atlanta,7.030177584708305,9,1,3,0,0,0,8
R005186,Greater NYC,Lower Manhattan–North Brooklyn,25.199590754208945,21,7,16,0,0,0,17
R005187,Greater NYC,Westchester,1.6059997595678934,0,0,0,0,0,0,0
R005188,DMV,DC–Arlington,4.478674998090185,8,3,7,0,0,0,6
R005189,Northern California,San Francisco,5.8183914115154645,8,2,7,0,0,0,7
R005190,Greater NYC,Lower Manhattan–North Brooklyn,3.9425460847447544,3,3,3,0,0,0,3
R005191,Philadelphia,Main Line,2.403648400856284,4,2,4,0,0,0,3
R005192,Dallas,Dallas,1.0,0,0,0,0,0,0,0
R005193,Chicago,Chicago,6.085168827158752,9,2,8,0,0,0,8
R005194,DMV,DC–Arlington,2.2798603628371175,3,2,2,0,0,0,1
R005195,Greater NYC,Midtown Manhattan,17.80041054952123,23,4,18,0,0,0,17
R005196,Greater NYC,Uptown Manhattan,1.313075923814947,1,1,1,0,0,0,1
R005197,Greater NYC,Midtown Manhattan,32.70036137008405,25,7,19,0,0,0,18
R005198,DMV,Montgomery County,20.51294612554146,26,3,16,0,0,0,18
R005199,Greater NYC,Lower Manhattan–North Brooklyn,1.0,1,1,1,0,0,0,1
R005200,DMV,DC–Arlington,37.143982378439176,34,3,16,1,0,0,22
R005201,Greater NYC,Hudson County,12.795376066722792,13,2,8,0,0,0,10
R005202,Southern California,Los Angeles,1.0,1,1,1,0,0,0,1
R005203,Boston,Chestnut Hill,2.071705238705739,1,1,1,0,0,0,1
R005204,Greater NYC,Nassau County,4.461140125916237,6,1,5,0,0,0,4
R005205,Dallas,Dallas,13.696426443439492,14,1,7,0,0,0,12
R005206,South Florida,Miami,4.7469044395178654,6,2,5,0,0,0,2
R005207,Greater NYC,Hudson County,8.103692897956767,8,3,6,0,0,0,4
R005208,Greater NYC,North Jersey,1.0,1,1,1,0,0,0,1
R005209,Greater NYC,North Jersey,3.4169723827580163,2,1,2,0,0,0,0
R005210,Boston,Boston,3.0313841438249565,5,3,4,0,0,0,3
R005211,Greater NYC,Uptown Manhattan,1.2582779253214127,2,1,2,0,0,0,2
R005212,Greater NYC,Fairfield County,20.30189471644789,18,3,11,0,0,0,16
R005213,Philadelphia,Philadelphia,11.112674182879683,10,1,6,0,0,0,9
R005214,Greater NYC,Lower Manhattan–North Brooklyn,6.735128243733718,8,6,8,0,0,0,6
R005215,Greater NYC,Lower Manhattan–North Brooklyn,1.403854329150588,3,2,3,0,0,0,3
R005216,Greater NYC,Uptown Manhattan,1.0,0,0,0,0,0,0,0
R005217,Greater NYC,Lower Manhattan–North Brooklyn,7.356081645336985,7,4,7,0,0,0,7
R005218,DMV,DC–Arlington,1.0,0,0,0,0,0,0,0
R005219,Ann Arbor,Ann Arbor,18.650940045432083,15,1,3,0,0,0,11
R005220,Greater NYC,Lower Manhattan–North Brooklyn,30.016012582609015,29,6,20,0,0,0,26
R005221,Greater NYC,Midtown Manhattan,21.69232161763751,15,3,10,0,0,0,11
R005222,Chicago,Chicago,3.649384183702108,2,2,2,0,0,0,2
R005223,Atlanta,Atlanta,4.584657597909715,1,1,1,0,0,0,1
R005224,Philadelphia,Main Line,2.547652750892143,2,1,2,0,0,0,1
R005225,Greater NYC,Lower Manhattan–North Brooklyn,4.940366938915026,4,3,4,0,0,0,2
R005226,Greater NYC,Lower Manhattan–North Brooklyn,1.0,1,1,1,0,0,0,1
R005227,Boston,Boston,4.685832357304857,6,2,4,0,0,0,5
R005228,Greater NYC,Lower Manhattan–North Brooklyn,3.866978436603365,3,2,2,0,0,0,2
R005229,Philadelphia,Philadelphia,3.080700138308805,6,1,4,0,0,0,4
R005230,Philadelphia,Main Line,8.59517737826582,7,2,4,0,0,0,6
R005231,Greater NYC,Lower Manhattan–North Brooklyn,6.693618653294402,7,3,7,0,0,0,7
R005232,Greater NYC,Midtown Manhattan,1.0,1,1,1,0,0,0,1
R005233,Ann Arbor,Ann Arbor,5.672465526115268,9,1,3,0,0,0,6
R005234,Greater NYC,Midtown Manhattan,2.079919702231844,1,1,1,0,0,0,1
R005235,DMV,DC–Arlington,1.0,1,1,1,0,0,0,1
R005236,Northern California,San Francisco,4.572157361013027,6,3,5,0,0,0,3
R005237,DMV,DC–Arlington,2.3567640005080097,3,2,3,0,0,0,3
R005238,Greater NYC,Lower Manhattan–North Brooklyn,64.64689775035886,57,7,34,0,0,0,46
R005239,DMV,DC–Arlington,1.0,2,2,2,0,0,0,2
R005240,Greater NYC,Uptown Manhattan,10.060334630993532,13,3,9,0,0,0,13
R005241,Greater NYC,Nassau County,14.067842381124132,12,3,12,0,0,0,9
R005242,Northern California,Silicon Valley,1.2614020487767257,2,2,2,0,0,0,2
R005243,Northern California,San Francisco,1.915197955033695,4,2,4,0,0,0,2
R005244,Greater NYC,Hudson County,1.0,0,0,0,0,0,0,0
R005245,Greater NYC,North Jersey,8.92027199948698,7,1,5,0,0,0,4
R005246,Greater NYC,Lower Manhattan–North Brooklyn,1.584259982822272,4,4,4,0,0,0,4
R005247,Chicago,Chicago,1.1995171587560272,0,0,0,0,0,0,0
R005248,Greater NYC,Fairfield County,27.030171859879815,30,5,21,0,0,0,26
R005249,Southern California,Los Angeles,1.0,0,0,0,0,0,0,0
R005250,Greater NYC,Uptown Manhattan,5.095060376640255,0,0,0,0,0,0,0
R005251,DMV,DC–Arlington,5.293675040845467,10,4,10,0,0,0,7
R005252,Boston,Boston,2.1966696833972885,1,1,1,0,0,0,1
R005253,Greater NYC,Lower Manhattan–North Brooklyn,1.2042317575170502,2,2,2,0,0,0,2
R005254,DMV,DC–Arlington,5.4603046062488065,7,4,6,0,0,0,7
R005255,Greater NYC,Midtown Manhattan,1.2330448895172077,2,2,2,0,0,0,2
R005256,Seattle,Seattle,1.0,0,0,0,0,0,0,0
R005257,Greater NYC,Uptown Manhattan,14.545859005013416,11,2,10,0,0,0,9
R005258,Greater NYC,Uptown Manhattan,1.0047678011734191,1,1,1,0,0,0,1
R005259,Philadelphia,Philadelphia,21.419076535908204,21,1,7,0,0,0,18
R005260,Greater NYC,Midtown Manhattan,30.608542928758375,27,5,19,0,0,0,20
R005261,Houston,Houston,1.653868914766314,2,1,2,0,0,0,1
R005262,Greater NYC,North Jersey,1.0,2,2,2,0,0,0,1
R005263,Southern California,Los Angeles,2.1795430345240536,4,2,2,0,0,0,4
R005264,Greater NYC,Fairfield County,5.0984822817883435,5,3,3,0,0,0,4
R005265,Greater NYC,Lower Manhattan–North Brooklyn,3.1177779277743265,6,4,6,0,0,0,6
R005266,South Florida,Miami,2.4389984140717966,5,2,4,0,0,0,4
R005267,Philadelphia,Main Line,61.17038262198064,69,2,9,1,0,0,43
R005268,Boston,Chestnut Hill,4.841532759922239,3,2,3,0,0,0,3
R005269,Boston,Boston,14.364187316969977,9,2,6,0,0,0,6
R005270,Southern California,Los Angeles,1.0,2,1,2,0,0,0,2
R005271,Greater NYC,Midtown Manhattan,39.31574910435508,54,7,27,0,0,0,47
R005272,Southern California,Los Angeles,1.0,1,1,1,0,0,0,1
R005273,Northern California,San Francisco,4.423635852051576,3,1,3,0,0,0,2
R005274,Greater NYC,Uptown Manhattan,6.622558013744181,5,3,5,0,0,0,3
R005275,Greater NYC,Lower Manhattan–North Brooklyn,1.0,3,3,3,0,0,0,3
R005276,Chicago,Chicago,1.0,0,0,0,0,0,0,0
R005277,Southern California,Pasadena,1.897492047388968,2,2,2,0,0,0,0
R005278,Boston,Boston,3.027711091121163,2,1,2,0,0,0,1
R005279,Philadelphia,Main Line,7.016108885236004,4,2,4,0,0,0,4
R005280,Chicago,Chicago,1.0,0,0,0,0,0,0,0
R005281,Boston,Chestnut Hill,6.72645009397728,6,2,5,0,0,0,6
R005282,Chicago,Chicago,8.045547095401668,5,2,5,0,0,0,4
R005283,Greater NYC,Lower Manhattan–North Brooklyn,1.0,1,1,1,0,0,0,1
R005284,DMV,Montgomery County,9.418995392948492,7,3,6,0,0,0,3
R005285,Greater NYC,Midtown Manhattan,1.1719037684127138,1,1,1,0,0,0,1
R005286,Southern California,Los Angeles,10.671851593271112,14,3,8,0,0,0,9
R005287,Greater NYC,Westchester,1.0,1,1,1,0,0,0,1
R005288,Greater NYC,Lower Manhattan–North Brooklyn,1.0,1,1,1,0,0,0,1
R005289,Greater NYC,Midtown Manhattan,6.909408104030857,15,4,12,0,0,0,12
R005290,Seattle,Seattle,24.07466351023872,28,1,8,0,0,0,23
R005291,DMV,DC–Arlington,23.585816814986952,19,3,12,0,0,0,15
R005292,Greater NYC,Midtown Manhattan,1.0,0,0,0,0,0,0,0
R005293,Greater NYC,Uptown Manhattan,14.147525383968103,15,3,11,0,0,0,11
R005294,Greater NYC,Uptown Manhattan,11.437944401284945,8,2,7,0,0,0,8
R005295,Dallas,Dallas,1.1419920823409002,0,0,0,0,0,0,0
R005296,Greater NYC,Lower Manhattan–North Brooklyn,5.3804344621947235,3,2,3,0,0,0,3
R005297,Greater NYC,North Jersey,3.4433953326150264,6,2,6,0,0,0,4
R005298,Northern California,Silicon Valley,25.418299793276848,27,1,9,0,0,0,14
R005299,Greater NYC,Uptown Manhattan,2.6802993890356865,4,2,4,0,0,0,3
R005300,Greater NYC,Uptown Manhattan,2.587942481332548,2,2,2,0,0,0,1
R005301,DMV,DC–Arlington,23.42023086355608,20,3,12,0,0,0,15
R005302,Greater NYC,Midtown Manhattan,8.934190243047308,8,3,7,0,0,0,6
R005303,Greater NYC,Midtown Manhattan,1.0,1,1,1,0,0,0,1
R005304,Greater NYC,Uptown Manhattan,1.0434206507703023,1,1,1,0,0,0,1
R005305,DMV,DC–Arlington,9.607138854805052,11,3,10,0,0,0,9
R005306,Seattle,Seattle,9.47608791933766,10,1,5,0,0,0,9
R005307,Northern California,San Francisco,8.369512138711388,5,2,5,0,0,0,3
R005308,Southern California,Los Angeles,5.606347534713478,6,3,4,0,0,0,1
R005309,Greater NYC,Lower Manhattan–North Brooklyn,15.467496659694604,14,6,12,0,0,0,11
R005310,Northern California,San Francisco,4.700370139717584,2,2,2,0,0,0,1
R005311,Southern California,Los Angeles,10.536394880296855,13,3,9,0,0,0,6
R005312,Greater NYC,Lower Manhattan–North Brooklyn,12.358156424620969,13,5,11,0,0,0,12
R005313,Southern California,Los Angeles,11.03473661925345,10,3,9,0,0,0,6
R005314,Greater NYC,Midtown Manhattan,1.0,2,1,2,0,0,0,1
R005315,Greater NYC,Fairfield County,3.923108449010931,1,1,1,0,0,0,0
R005316,Greater NYC,Uptown Manhattan,1.1595887176877293,2,2,2,0,0,0,2
R005317,DMV,Montgomery County,19.500879072425093,28,1,10,0,0,0,19
R005318,Southern California,Pasadena,1.8234948615143884,3,1,3,0,0,0,1
R005319,Atlanta,Atlanta,17.9619230195402,22,1,4,2,0,0,14
R005320,Greater NYC,Nassau County,45.173672631499976,50,3,23,0,0,0,38
R005321,Southern California,Pasadena,4.670959693405559,2,1,2,0,0,0,1
R005322,Philadelphia,Philadelphia,1.3677823364542083,1,1,1,0,0,0,1
R005323,South Florida,Miami,2.9126033607619255,0,0,0,0,0,0,0
R005324,DMV,Montgomery County,33.96139640707626,32,2,11,1,0,0,25
R005325,Southern California,Pasadena,2.102934878762681,5,1,5,0,0,0,3
R005326,Southern California,Los Angeles,6.096483560870279,6,3,6,0,0,0,4
R005327,Greater NYC,Midtown Manhattan,36.367443197332115,29,5,24,0,0,0,24
R005328,Greater NYC,Lower Manhattan–North Brooklyn,5.134226056478522,4,3,4,0,0,0,3
R005329,Southern California,Pasadena,4.6379882087580615,4,2,4,0,0,0,3
R005330,Northern California,Silicon Valley,63.52305755247932,55,2,13,2,0,0,34
R005331,Boston,Boston,2.387024969283251,4,2,2,0,0,0,4
R005332,Greater NYC,Fairfield County,3.81425780081351,5,4,5,0,0,0,4
R005333,Greater NYC,Fairfield County,5.157255644198846,3,1,3,0,0,0,3
R005334,Southern California,Pasadena,1.727102376976258,1,1,1,0,0,0,1
R005335,South Florida,Miami,14.75749039994826,8,2,5,0,0,0,6
R005336,Northern California,San Francisco,12.144385353661832,7,3,6,0,0,0,5
R005337,Greater NYC,Lower Manhattan–North Brooklyn,53.40489265196244,72,9,44,0,0,0,54
R005338,DMV,DC–Arlington,3.815841343437574,1,1,1,0,0,0,1
R005339,Philadelphia,Philadelphia,7.556353182377496,6,1,3,0,0,0,5
R005340,Greater NYC,Midtown Manhattan,6.887696546368845,10,4,9,0,0,0,9
R005341,Seattle,Seattle,38.643128528994815,31,1,8,1,0,0,21
R005342,DMV,DC–Arlington,7.749422206183768,6,3,6,0,0,0,5
R005343,Boston,Chestnut Hill,2.2367194607190175,5,1,5,0,0,0,3
R005344,South Florida,Miami,3.2799043149886646,6,2,4,0,0,0,5
R005345,Greater NYC,Fairfield County,1.0,2,2,2,0,0,0,2
R005346,Chicago,Chicago,25.158634518002764,22,2,9,0,0,0,17
R005347,Northern California,San Francisco,3.3947324426687593,4,3,4,0,0,0,4
R005348,Greater NYC,Uptown Manhattan,3.242229827314094,4,1,4,0,0,0,4
R005349,Greater NYC,Lower Manhattan–North Brooklyn,49.95347065696034,55,7,32,0,0,0,45
R005350,Atlanta,Atlanta,72.67066446978322,77,1,4,4,1,11,30
R005351,Northern California,San Francisco,4.838254709089139,4,2,2,0,0,0,4
R005352,Greater NYC,Lower Manhattan–North Brooklyn,11.296504073738838,11,4,9,0,0,0,10
R005353,DMV,DC–Arlington,1.0,1,1,1,0,0,0,1
R005354,Boston,Chestnut Hill,1.0,2,1,2,0,0,0,1
R005355,DMV,DC–Arlington,22.87876654000233,20,3,13,0,0,0,12
R005356,DMV,DC–Arlington,2.3728083809133236,2,1,2,0,0,0,0
R005357,Greater NYC,Lower Manhattan–North Brooklyn,5.140622347079015,3,2,3,0,0,0,3
R005358,Greater NYC,Uptown Manhattan,2.5750333381618336,3,3,3,0,0,0,3
R005359,Austin,Austin,43.003053117092406,39,1,8,1,1,6,15
R005360,Greater NYC,Uptown Manhattan,5.616380538514453,6,2,6,0,0,0,5
R005361,Austin,Austin,20.837824322168743,28,1,8,1,0,0,18
R005362,Greater NYC,Lower Manhattan–North Brooklyn,27.802029278900296,33,8,25,0,0,0,30
R005363,DMV,DC–Arlington,1.6447211344417805,1,1,1,0,0,0,0
R005364,Houston,Houston,1.091265938841783,1,1,1,0,0,0,1
R005365,Southern California,Los Angeles,5.047226900279999,4,1,3,0,0,0,4
R005366,Dallas,Dallas,117.3389162978181,124,1,9,4,2,14,49
R005367,Greater NYC,Uptown Manhattan,1.7876611446850434,1,1,1,0,0,0,1
R005368,Philadelphia,Main Line,2.211926572981756,1,1,1,0,0,0,1
R005369,Greater NYC,Hudson County,1.0,0,0,0,0,0,0,0
R005370,Philadelphia,Philadelphia,4.94456456640608,6,1,4,0,0,0,5
R005371,Greater NYC,Lower Manhattan–North Brooklyn,1.0,2,2,2,0,0,0,2
R005372,Chicago,Chicago,1.0,2,2,2,0,0,0,2
R005373,Greater NYC,Lower Manhattan–North Brooklyn,1.2712785848932104,2,2,2,0,0,0,2
R005374,Boston,Chestnut Hill,4.993617882667646,1,1,1,0,0,0,0
R005375,South Florida,Miami,2.185005440204527,3,2,2,0,0,0,2
R005376,Greater NYC,Fairfield County,6.7558007726749745,8,2,7,0,0,0,8
R005377,Atlanta,Atlanta,30.608765291627822,31,1,4,1,0,0,20
R005378,Greater NYC,Uptown Manhattan,6.787368190312826,10,2,8,0,0,0,9
R005379,Northern California,San Francisco,5.381933098623284,7,2,7,0,0,0,5
R005380,Greater NYC,Lower Manhattan–North Brooklyn,15.77303616915488,9,4,9,0,0,0,7
R005381,Greater NYC,Uptown Manhattan,5.139379836449001,2,2,2,0,0,0,1
R005382,Greater NYC,Hudson County,15.090246062746104,18,3,16,0,0,0,16
R005383,Greater NYC,Westchester,11.746357021280543,13,3,10,0,0,0,9
R005384,Northern California,Marin County,5.936428211710043,7,1,5,0,0,0,4
R005385,Northern California,Marin County,6.52032745412873,4,2,4,0,0,0,4
R005386,Greater NYC,Uptown Manhattan,5.224285937155591,10,2,10,0,0,0,10
